lat,lng,dates
69.83,21.29,5/2015
62.89,9.55,5/2015
62.71,10.15,12/2015
61.79,10.12,8/2015
62.87,9.48,9/2015
62.01,10.68,9/2015
61.94,8.87,9/2015
59.89,7.03,9/2015
64.31,12.65,1/2015
62.39,7.73,9/2015
65.05,12.31,1/2015
61.73,10.1,9/2015
64.97,12.31,3/2015
69.84,28.96,3/2015
68.91,25.13,4/2015
69.15,22.31,4/2015
66.21,14.28,3/2015
65.03,12.38,4/2015
66.66,15.21,5/2015
64.21,13.35,5/2015
61.72,9.95,7/2015
62.39,7.55,7/2015
61.75,9.96,7/2015
61.87,10.1,6/2015
62.0,8.91,8/2015
69.78,29.14,2/2015
68.61,17.83,5/2015
67.35,16.03,6/2015
61.89,9.54,7/2015
61.77,9.94,7/2015
61.87,10.11,6/2015
63.85,11.87,1/2015
60.56,11.59,2/2015
62.43,11.16,3/2015
62.71,10.15,3/2015
64.71,12.17,3/2015
62.55,9.38,4/2015
62.01,9.97,3/2015
63.19,11.78,4/2015
59.81,7.2,3/2015
69.83,21.29,5/2015
62.89,9.55,5/2015
62.71,10.15,12/2015
60.86,11.9,2/2015
62.71,10.15,3/2015
63.02,10.49,3/2015
66.51,13.9,3/2015
62.58,10.68,4/2015
61.75,6.6,4/2015
62.44,7.41,6/2015
62.72,10.29,6/2015
62.26,9.74,12/2015
63.09,11.69,12/2015
62.74,9.7,8/2015
62.57,10.55,8/2015
61.01,7.89,9/2015
59.9,7.02,9/2015
59.91,7.01,9/2015
66.05,13.95,9/2015
61.87,10.39,9/2015
62.07,8.55,9/2015
62.1,8.91,9/2015
69.78,29.13,2/2015
69.74,29.0,3/2015
66.94,13.8,2/2015
70.17,27.88,3/2015
70.47,25.74,3/2015
70.8,27.59,4/2015
62.09,8.53,10/2015
66.21,14.38,5/2015
61.73,9.94,7/2015
61.87,10.1,6/2015
61.93,8.9,8/2015
63.21,11.29,2/2015
60.86,11.86,3/2015
64.69,12.22,3/2015
62.82,10.12,3/2015
61.84,9.1,4/2015
62.73,9.16,4/2015
62.71,10.15,5/2015
63.09,11.1,12/2015
61.26,11.35,12/2015
61.92,8.79,8/2015
61.04,7.38,8/2015
65.86,13.04,8/2015
61.94,9.51,8/2015
62.37,7.94,9/2015
62.0,10.16,8/2015
63.58,11.9,9/2015
62.26,10.95,9/2015
62.67,9.72,9/2015
61.75,10.05,8/2015
62.58,10.5,9/2015
62.06,8.79,9/2015
63.55,11.98,9/2015
66.85,13.78,9/2015
62.68,8.78,9/2015
70.37,25.63,2/2015
69.18,20.89,3/2015
69.39,21.5,11/2015
69.05,19.12,3/2015
66.2,13.86,12/2015
61.67,11.97,7/2015
61.74,9.93,7/2015
61.76,9.94,7/2015
61.77,9.95,7/2015
61.9,9.58,8/2015
67.0,15.28,7/2015
61.9,8.49,7/2015
60.79,11.62,2/2015
63.03,9.55,1/2015
60.92,12.06,2/2015
64.69,12.28,2/2015
62.81,8.71,3/2015
62.55,9.38,3/2015
62.0,7.43,3/2015
62.19,9.62,4/2015
62.9,12.04,3/2015
61.3,10.88,4/2015
64.68,12.19,3/2015
63.14,11.31,4/2015
62.71,10.15,5/2015
62.71,10.15,5/2015
62.51,7.23,7/2015
68.99,18.04,11/2015
68.98,18.68,12/2015
62.77,9.14,10/2015
63.03,9.65,11/2015
68.22,17.53,9/2015
61.77,10.05,7/2015
62.54,10.46,9/2015
63.57,12.04,9/2015
62.67,9.72,9/2015
67.06,14.76,9/2015
63.55,11.97,9/2015
62.39,7.35,9/2015
62.76,9.83,10/2015
69.21,24.37,2/2015
69.78,29.13,2/2015
62.69,10.2,10/2015
62.0,9.49,8/2015
69.2,25.35,3/2015
68.76,25.1,4/2015
69.03,19.07,4/2015
69.15,22.31,4/2015
62.95,9.6,10/2015
64.78,12.69,6/2015
64.68,12.51,7/2015
65.74,12.67,7/2015
62.41,7.69,9/2015
61.73,9.94,7/2015
64.98,12.12,8/2015
62.3,7.83,8/2015
66.99,15.26,8/2015
62.47,8.97,8/2015
61.8,9.98,8/2015
63.57,12.04,9/2015
61.96,8.87,9/2015
65.86,13.04,9/2015
62.38,7.45,9/2015
66.54,14.96,9/2015
61.74,10.1,9/2015
62.08,8.8,9/2015
70.37,25.63,2/2015
68.23,16.68,9/2015
69.02,22.63,12/2015
64.07,12.99,4/2015
69.23,21.01,12/2015
69.31,21.21,12/2015
66.65,13.23,6/2015
67.0,15.19,7/2015
61.9,8.74,7/2015
61.93,8.9,8/2015
65.83,13.16,1/2015
62.87,11.77,2/2015
62.71,10.15,2/2015
62.8,10.27,2/2015
62.71,10.15,2/2015
62.5,7.3,3/2015
61.44,8.48,3/2015
64.34,12.33,3/2015
60.32,9.35,5/2015
62.78,9.86,6/2015
62.7,10.64,7/2015
67.17,15.79,11/2015
63.09,11.1,11/2015
63.08,11.1,8/2015
64.62,12.44,10/2015
62.2,9.27,8/2015
61.9,8.77,8/2015
62.58,10.44,8/2015
60.95,7.89,9/2015
63.19,11.78,9/2015
61.93,8.86,9/2015
63.68,11.59,9/2015
61.94,8.87,9/2015
67.06,14.76,9/2015
61.92,8.82,9/2015
62.74,10.46,9/2015
62.41,7.69,9/2015
69.5,21.43,1/2015
69.09,19.03,3/2015
62.76,9.83,10/2015
61.79,10.08,9/2015
62.08,8.8,9/2015
66.99,15.26,8/2015
62.47,8.97,8/2015
61.8,9.98,8/2015
63.57,12.04,9/2015
61.96,8.87,9/2015
65.86,13.04,9/2015
62.38,7.45,9/2015
66.54,14.96,9/2015
61.74,10.1,9/2015
62.08,8.8,9/2015
70.37,25.63,2/2015
68.23,16.68,9/2015
69.02,22.63,12/2015
64.07,12.99,4/2015
69.23,21.01,12/2015
69.31,21.21,12/2015
66.65,13.23,6/2015
67.0,15.19,7/2015
61.9,8.74,7/2015
61.93,8.9,8/2015
65.83,13.16,1/2015
62.87,11.77,2/2015
62.71,10.15,2/2015
62.8,10.27,2/2015
62.71,10.15,2/2015
62.5,7.3,3/2015
61.44,8.48,3/2015
64.34,12.33,3/2015
60.32,9.35,5/2015
62.78,9.86,6/2015
62.7,10.64,7/2015
67.17,15.79,11/2015
63.09,11.1,11/2015
63.08,11.1,8/2015
64.62,12.44,10/2015
61.74,9.94,7/2015
62.82,10.45,8/2015
60.95,7.89,9/2015
61.98,8.96,8/2015
63.57,12.03,9/2015
61.94,9.55,8/2015
61.9,9.58,8/2015
62.49,9.02,9/2015
59.94,7.04,9/2015
59.95,7.04,9/2015
61.93,8.8,9/2015
62.39,7.35,9/2015
69.88,28.57,1/2015
61.06,7.42,10/2015
62.07,8.54,9/2015
61.95,8.85,9/2015
61.9,9.58,7/2015
61.98,9.55,9/2015
69.26,23.54,12/2015
67.31,15.74,1/2015
69.07,20.44,12/2015
59.81,7.07,10/2015
69.15,22.45,4/2015
67.09,14.65,4/2015
64.95,13.84,5/2015
64.04,12.43,4/2015
64.09,13.17,5/2015
69.25,23.26,6/2015
67.85,15.79,7/2015
61.93,8.87,8/2015
60.52,11.55,2/2015
67.17,15.79,3/2015
62.79,11.85,3/2015
63.09,11.1,3/2015
64.34,12.33,3/2015
63.12,11.72,3/2015
64.32,12.04,4/2015
62.44,7.42,4/2015
64.28,13.92,4/2015
62.76,10.16,5/2015
62.71,10.15,5/2015
67.04,15.04,6/2015
68.55,17.54,9/2015
67.26,15.4,12/2015
61.08,11.03,4/2015
61.04,7.38,8/2015
62.02,10.16,9/2015
63.58,11.9,9/2015
61.92,8.82,9/2015
65.42,14.08,9/2015
61.06,7.42,10/2015
61.98,9.31,9/2015
66.25,14.47,2/2015
62.09,8.53,10/2015
62.72,9.81,11/2015
62.82,9.26,9/2015
66.69,15.18,5/2015
66.66,15.67,5/2015
66.2,14.22,5/2015
68.61,17.83,5/2015
67.86,15.79,6/2015
67.84,15.79,7/2015
68.45,18.11,12/2015
61.76,9.94,7/2015
61.76,9.9,7/2015
61.77,9.92,7/2015
61.77,9.95,7/2015
62.36,8.12,8/2015
62.18,11.3,8/2015
63.37,11.27,1/2015
62.24,9.71,2/2015
63.09,11.1,2/2015
60.82,11.84,2/2015
62.86,11.9,3/2015
63.08,11.16,3/2015
62.51,9.25,4/2015
62.72,10.04,4/2015
63.3,11.26,4/2015
60.88,12.02,12/2015
60.92,12.05,12/2015
62.43,7.4,2/2015
61.69,10.22,2/2015
63.06,11.56,3/2015
62.23,9.73,2/2015
66.51,13.9,3/2015
62.99,10.65,2/2015
62.67,9.2,3/2015
62.35,11.47,3/2015
62.66,9.44,1/2015
59.79,7.29,1/2015
63.09,11.75,5/2015
62.35,8.03,9/2015
61.63,10.56,11/2015
68.99,18.6,12/2015
60.99,12.19,9/2015
61.99,8.93,8/2015
62.0,10.15,8/2015
61.77,10.05,8/2015
62.68,9.62,9/2015
62.68,10.24,9/2015
62.07,8.85,9/2015
59.91,7.0,9/2015
65.85,13.03,9/2015
67.06,14.76,9/2015
59.9,7.03,9/2015
68.23,16.68,9/2015
61.87,10.39,9/2015
62.36,8.25,9/2015
70.4,27.67,1/2015
61.98,9.81,9/2015
62.76,9.84,10/2015
69.38,24.87,3/2015
63.69,11.91,12/2015
68.91,25.12,4/2015
66.21,14.18,3/2015
66.21,14.38,12/2015
66.24,14.37,12/2015
69.67,21.91,5/2015
64.79,12.67,6/2015
61.92,8.88,7/2015
61.87,10.1,6/2015
61.93,8.87,8/2015
63.65,11.83,8/2015
61.8,10.06,8/2015
62.56,10.47,8/2015
62.23,9.73,2/2015
66.51,13.9,3/2015
62.99,10.65,2/2015
62.67,9.2,3/2015
62.35,11.47,3/2015
62.66,9.44,1/2015
59.79,7.29,1/2015
63.09,11.75,5/2015
62.35,8.03,9/2015
61.63,10.56,11/2015
68.99,18.6,12/2015
60.99,12.19,9/2015
61.99,8.93,8/2015
62.0,10.15,8/2015
61.77,10.05,8/2015
62.68,9.62,9/2015
62.68,10.24,9/2015
62.07,8.85,9/2015
59.91,7.0,9/2015
65.85,13.03,9/2015
61.76,9.94,7/2015
61.87,10.1,6/2015
62.27,10.03,7/2015
68.73,22.89,1/2015
62.13,11.6,2/2015
60.8,11.78,3/2015
62.47,11.74,3/2015
62.43,9.25,3/2015
68.94,18.61,4/2015
63.07,11.1,3/2015
64.36,12.1,3/2015
61.3,12.51,4/2015
61.67,10.22,4/2015
62.46,8.26,3/2015
62.97,9.87,5/2015
61.21,6.84,5/2015
61.56,12.17,5/2015
62.44,11.43,5/2015
62.43,7.39,9/2015
59.58,7.54,4/2015
60.92,12.06,3/2015
62.44,7.41,1/2015
63.32,11.28,2/2015
60.87,12.05,1/2015
62.44,7.46,1/2015
60.92,12.1,3/2015
62.37,11.45,4/2015
60.87,12.07,2/2015
68.98,18.62,12/2015
62.44,7.42,3/2015
60.9,12.08,12/2015
60.87,11.83,2/2015
60.9,12.03,3/2015
62.44,7.42,5/2015
62.44,7.42,2/2015
60.92,12.06,3/2015
62.66,11.56,4/2015
60.9,12.03,2/2015
60.87,11.9,3/2015
60.94,12.07,3/2015
60.92,12.06,3/2015
62.66,11.56,4/2015
60.91,12.03,2/2015
60.92,12.01,2/2015
62.44,7.42,3/2015
62.02,9.98,11/2015
60.89,12.09,3/2015
62.53,8.36,5/2015
62.5,7.62,1/2015
60.53,11.57,2/2015
63.04,11.59,3/2015
60.87,12.07,2/2015
60.87,11.83,3/2015
62.71,11.97,3/2015
69.78,19.38,7/2015
60.92,12.06,11/2015
63.15,8.65,1/2015
60.9,12.03,3/2015
60.87,12.07,1/2015
63.08,11.2,3/2015
63.08,11.2,3/2015
62.44,7.41,4/2015
60.52,6.51,4/2015
60.88,12.02,3/2015
60.92,12.06,3/2015
62.44,7.38,1/2015
60.9,12.03,2/2015
61.95,6.14,3/2015
60.87,12.08,4/2015
63.17,11.68,5/2015
60.9,12.03,3/2015
60.38,5.53,5/2015
