lat,lng,dates
62.54,10.57,2013-08-01
61.37,6.78,2013-08-01
62.3,11.09,2013-08-01
61.97,9.08,2013-08-01
61.38,6.82,2013-08-01
61.64,9.47,2013-08-01
66.89,15.39,2013-08-01
62.52,10.47,2013-09-01
62.56,10.5,2013-09-01
62.0,9.05,2013-09-01
61.95,9.21,2013-09-01
67.8,15.78,2013-09-01
61.64,9.81,2013-09-01
67.79,15.77,2013-09-01
64.9,12.29,2013-01-01
65.81,14.54,2013-09-01
64.9,12.29,2013-01-01
66.49,13.93,2013-10-01
69.17,22.39,2013-02-01
69.18,22.39,2013-02-01
69.07,19.05,2013-02-01
68.91,22.66,2013-03-01
68.98,22.76,2013-03-01
69.25,24.83,2013-04-01
69.23,24.85,2013-03-01
64.29,12.99,2013-04-01
69.9,26.33,2013-04-01
67.01,15.46,2013-01-01
61.99,9.96,2013-01-01
68.54,18.54,2013-02-01
65.92,14.48,2013-02-01
62.41,11.21,2013-03-01
62.79,10.13,2013-03-01
62.0,9.95,2013-03-01
62.83,9.19,2013-03-01
61.34,5.62,2013-03-01
63.9,12.2,2013-04-01
60.88,12.02,2013-04-01
62.44,11.41,2013-03-01
66.41,14.07,2013-04-01
62.44,12.07,2013-06-01
66.36,15.05,2013-05-01
62.11,11.15,2013-06-01
61.33,10.65,2013-06-01
61.78,9.88,2013-10-01
69.18,22.01,2013-11-01
61.83,8.71,2013-11-01
70.53,26.01,2013-11-01
70.36,28.66,2013-12-01
62.63,10.51,2013-08-01
62.49,10.54,2013-08-01
64.12,12.11,2013-08-01
62.65,8.75,2013-10-01
62.26,11.06,2013-08-01
62.25,10.6,2013-08-01
61.38,6.82,2013-08-01
63.57,11.91,2013-08-01
62.87,9.39,2013-08-01
67.01,15.3,2013-09-01
67.01,14.7,2013-09-01
69.24,20.27,2013-01-01
62.02,9.25,2013-09-01
62.14,10.85,2013-08-01
63.69,11.87,2013-03-01
68.98,22.76,2013-03-01
68.91,22.67,2013-03-01
68.91,22.67,2013-03-01
69.92,28.45,2013-04-01
70.02,27.17,2013-04-01
68.98,22.38,2013-04-01
65.35,14.41,2013-04-01
69.77,25.17,2013-01-01
63.19,11.27,2013-01-01
61.94,8.82,2013-11-01
60.8,11.8,2013-01-01
63.18,11.36,2013-01-01
68.63,18.43,2013-04-01
61.34,9.28,2013-04-01
61.35,9.02,2013-04-01
63.31,11.26,2013-05-01
62.61,10.02,2013-07-01
66.15,14.91,2013-05-01
62.14,10.69,2013-06-01
62.16,8.6,2013-10-01
70.3,24.94,2013-10-01
61.91,8.86,2013-07-01
67.06,14.77,2013-07-01
69.08,19.07,2013-12-01
65.01,12.02,2013-09-01
62.78,10.55,2013-10-01
69.26,20.76,2013-01-01
62.04,9.08,2013-09-01
66.3,14.76,2013-01-01
69.98,27.14,2013-02-01
68.99,25.13,2013-03-01
69.65,25.4,2013-02-01
70.6,26.37,2013-03-01
64.79,11.84,2013-03-01
70.73,24.64,2013-04-01
62.78,10.15,2013-01-01
62.81,10.13,2013-01-01
63.81,12.23,2013-01-01
64.36,13.62,2013-03-01
63.64,11.57,2013-04-01
63.86,12.25,2013-04-01
61.05,11.34,2013-12-01
62.48,11.89,2013-03-01
60.8,11.8,2013-01-01
63.18,11.36,2013-01-01
68.63,18.43,2013-04-01
61.34,9.28,2013-04-01
61.35,9.02,2013-04-01
63.31,11.26,2013-05-01
62.61,10.02,2013-07-01
66.15,14.91,2013-05-01
62.14,10.69,2013-06-01
62.16,8.6,2013-10-01
70.3,24.94,2013-10-01
61.91,8.86,2013-07-01
67.06,14.77,2013-07-01
69.08,19.07,2013-12-01
63.27,11.97,2013-07-01
62.54,10.61,2013-08-01
61.97,9.1,2013-08-01
67.86,15.78,2013-09-01
61.83,9.88,2013-09-01
65.01,12.02,2013-09-01
68.57,16.83,2013-01-01
69.27,20.73,2013-01-01
69.26,20.76,2013-01-01
61.91,9.35,2013-09-01
69.17,22.39,2013-02-01
62.81,9.81,2013-02-01
70.37,27.96,2013-03-01
69.89,25.37,2013-03-01
69.15,24.79,2013-03-01
68.75,24.91,2013-03-01
60.49,7.65,2013-10-01
64.34,12.02,2013-03-01
70.0,28.41,2013-04-01
70.81,25.05,2013-05-01
70.04,26.19,2013-05-01
60.88,12.02,2013-03-01
62.67,9.27,2013-04-01
68.79,22.69,2013-12-01
60.86,11.87,2013-03-01
63.37,11.65,2013-04-01
60.92,12.06,2013-09-01
63.37,11.65,2013-04-01
60.92,12.06,2013-09-01
63.42,10.27,2013-10-01
63.31,11.29,2013-04-01
60.8,11.8,2013-01-01
63.09,11.1,2013-04-01
63.31,11.29,2013-05-01
63.09,11.1,2013-11-01
62.31,11.48,2013-04-01
63.31,8.68,2013-12-01
62.86,10.05,2013-04-01
63.26,11.8,2013-03-01
60.75,11.62,2013-12-01
62.65,9.29,2013-04-01
63.39,11.61,2013-03-01
62.57,11.74,2013-04-01
60.79,11.81,2013-01-01
60.92,12.06,2013-11-01
60.87,12.07,2013-03-01
59.19,8.49,2013-03-01
63.09,11.1,2013-11-01
60.85,11.78,2013-01-01
60.88,12.02,2013-02-01
63.37,11.59,2013-06-01
62.66,9.28,2013-04-01
63.48,11.03,2013-04-01
60.92,12.05,2013-01-01
63.29,11.27,2013-01-01
60.92,12.06,2013-04-01
60.92,12.04,2013-12-01
61.29,8.77,2013-03-01
60.83,11.8,2013-03-01
60.87,12.02,2013-03-01
60.92,12.06,2013-12-01
60.89,12.09,2013-03-01
62.47,7.55,2013-04-01
60.92,12.05,2013-02-01
62.48,7.5,2013-04-01
68.96,18.19,2013-04-01
59.73,5.11,2013-01-01
