0.000000000000000000e+00,7.973838412454418290e+01,3.478258814751641239e+02,2.638831043713784652e+02,1.819362386004692780e+03,2.318287494320371422e+02,4.830770499595075762e+02,4.674476778873687408e+02,5.436452395278572567e+02,8.848552343819867474e+02,3.215399727193644708e+02,9.200469335299109730e+01,5.304040267224120271e+02,3.926576554235051049e+02,5.784726615183435570e+02,3.011780035150386539e+02,1.341495051283228577e+03,4.438480743086505527e+02,1.199388316574318907e+02
7.973838412454418290e+01,0.000000000000000000e+00,3.761112729781386861e+02,2.428081562703098939e+02,1.773574927700746912e+03,1.521001826225792115e+02,4.784314157023360394e+02,4.132491477996598519e+02,4.658279087210560760e+02,8.136630287730524742e+02,2.693117198432684063e+02,6.536300566911701537e+01,5.421164540042343560e+02,3.142024572813203918e+02,5.521666368767665745e+02,3.092375404526738407e+02,1.281795808541928636e+03,4.708843193509283651e+02,1.508763235802063605e+02
3.478258814751641239e+02,3.761112729781386861e+02,0.000000000000000000e+00,2.172137780015061423e+02,2.147047120494329647e+03,4.666068242526888525e+02,2.110979816104225506e+02,4.277654732512773421e+02,7.645100170019883308e+02,1.141039458358876800e+03,3.417830666591519275e+02,3.132851100784335472e+02,1.988626405505862920e+02,5.490478825810808985e+02,3.707104769422422237e+02,1.037195093874501310e+02,1.638853558138780045e+03,9.604424369405595030e+01,2.299768599535912585e+02
2.638831043713784652e+02,2.428081562703098939e+02,2.172137780015061423e+02,0.000000000000000000e+00,1.964541899424030589e+03,2.743279205675648882e+02,2.401622669414685447e+02,2.458120898302904038e+02,5.516085477083089472e+02,9.306553409687905969e+02,1.280967847525343473e+02,1.819598349920038629e+02,3.224519237891731223e+02,3.326641090298210770e+02,3.146427868727225814e+02,1.145878988337474880e+02,1.438619929927011071e+03,2.904506444915033967e+02,1.707801400301404158e+02
1.819362386004692780e+03,1.773574927700746912e+03,2.147047120494329647e+03,1.964541899424030589e+03,0.000000000000000000e+00,1.690503296155256521e+03,2.191393069215897413e+03,1.934637487163336345e+03,1.462450760536928556e+03,1.120216198656461302e+03,1.887252018658709176e+03,1.834323052404869486e+03,2.286678019968191165e+03,1.677935649393525637e+03,2.172452800769765872e+03,2.065484425557319810e+03,6.012980243342851736e+02,2.239231372972486952e+03,1.924154415066113415e+03
2.318287494320371422e+02,1.521001826225792115e+02,4.666068242526888525e+02,2.743279205675648882e+02,1.690503296155256521e+03,0.000000000000000000e+00,5.083209295726840082e+02,3.418592633047432514e+02,3.190489928086632290e+02,6.814716468506056799e+02,2.241107329092235432e+02,1.786409490650785017e+02,5.967780421299831914e+02,1.690812624800117305e+02,5.352374340747990118e+02,3.768534806830693356e+02,1.172285826844175290e+03,5.537425331340745061e+02,2.733156924674349852e+02
4.830770499595075762e+02,4.784314157023360394e+02,2.110979816104225506e+02,2.401622669414685447e+02,2.191393069215897413e+03,5.083209295726840082e+02,0.000000000000000000e+00,3.130249952847542545e+02,7.491177325253598838e+02,1.127979944286378668e+03,3.056538095321326409e+02,4.143527518352885863e+02,1.181038061649874322e+02,5.240986904189783218e+02,1.673213517521089102e+02,1.867479435679880737e+02,1.650337608570580187e+03,1.895357415984253180e+02,3.679338967863025687e+02
4.674476778873687408e+02,4.132491477996598519e+02,4.277654732512773421e+02,2.458120898302904038e+02,1.934637487163336345e+03,3.418592633047432514e+02,3.130249952847542545e+02,0.000000000000000000e+00,4.724375414093981362e+02,8.395452189699124119e+02,1.459077602715040030e+02,3.754479726239670754e+02,4.308622417715114921e+02,2.632732905298400965e+02,2.388087543726296929e+02,3.306741319236738832e+02,1.371611987813197857e+03,4.665240844195675436e+02,4.058756314619672594e+02
5.436452395278572567e+02,4.658279087210560760e+02,7.645100170019883308e+02,5.516085477083089472e+02,1.462450760536928556e+03,3.190489928086632290e+02,7.491177325253598838e+02,4.724375414093981362e+02,0.000000000000000000e+00,3.803153249514601839e+02,4.459251546022961747e+02,4.975861819243143600e+02,8.566949529724325885e+02,2.251748862879562694e+02,7.108783579687984684e+02,6.652659500797636838e+02,9.029410623968562959e+02,8.420437488444711107e+02,5.912603804559799983e+02
8.848552343819867474e+02,8.136630287730524742e+02,1.141039458358876800e+03,9.306553409687905969e+02,1.120216198656461302e+03,6.814716468506056799e+02,1.127979944286378668e+03,8.395452189699124119e+02,3.803153249514601839e+02,0.000000000000000000e+00,8.260748459213423303e+02,8.571256211824644424e+02,1.236728260879988738e+03,6.050805750464219273e+02,1.077598309032702218e+03,1.043527542549864393e+03,5.353594415115711627e+02,1.221001573784827769e+03,9.532465302043166275e+02
3.215399727193644708e+02,2.693117198432684063e+02,3.417830666591519275e+02,1.280967847525343473e+02,1.887252018658709176e+03,2.241107329092235432e+02,3.056538095321326409e+02,1.459077602715040030e+02,4.459251546022961747e+02,8.260748459213423303e+02,0.000000000000000000e+00,2.295412926344255311e+02,4.107868716367967181e+02,2.210435933193727749e+02,3.111800101233221199e+02,2.380649832013432956e+02,1.345105580105594072e+03,4.054959569244372233e+02,2.662963088785420496e+02
9.200469335299109730e+01,6.536300566911701537e+01,3.132851100784335472e+02,1.819598349920038629e+02,1.834323052404869486e+03,1.786409490650785017e+02,4.143527518352885863e+02,3.754479726239670754e+02,4.975861819243143600e+02,8.571256211824644424e+02,2.295412926344255311e+02,0.000000000000000000e+00,4.767581005171641095e+02,3.214499140766628784e+02,4.950487889660878409e+02,2.438934445267512388e+02,1.335645512247845772e+03,4.073040634983981931e+02,9.630548784917090188e+01
5.304040267224120271e+02,5.421164540042343560e+02,1.988626405505862920e+02,3.224519237891731223e+02,2.286678019968191165e+03,5.967780421299831914e+02,1.181038061649874322e+02,4.308622417715114921e+02,8.566949529724325885e+02,1.236728260879988738e+03,4.107868716367967181e+02,4.767581005171641095e+02,0.000000000000000000e+00,6.316561178663441751e+02,2.649844736283816928e+02,2.329161127550211177e+02,1.754496855115789231e+03,1.259829452685518731e+02,4.105458400761255575e+02
3.926576554235051049e+02,3.142024572813203918e+02,5.490478825810808985e+02,3.326641090298210770e+02,1.677935649393525637e+03,1.690812624800117305e+02,5.240986904189783218e+02,2.632732905298400965e+02,2.251748862879562694e+02,6.050805750464219273e+02,2.210435933193727749e+02,3.214499140766628784e+02,6.316561178663441751e+02,0.000000000000000000e+00,4.962580272080548411e+02,4.472395239692597215e+02,1.126760393142112889e+03,6.216864509677965316e+02,4.042293233021786705e+02
5.784726615183435570e+02,5.521666368767665745e+02,3.707104769422422237e+02,3.146427868727225814e+02,2.172452800769765872e+03,5.352374340747990118e+02,1.673213517521089102e+02,2.388087543726296929e+02,7.108783579687984684e+02,1.077598309032702218e+03,3.111800101233221199e+02,4.950487889660878409e+02,2.649844736283816928e+02,4.962580272080548411e+02,0.000000000000000000e+00,3.173282352979861116e+02,1.610298788562331310e+03,3.566678477127933320e+02,4.772314147795776762e+02
3.011780035150386539e+02,3.092375404526738407e+02,1.037195093874501310e+02,1.145878988337474880e+02,2.065484425557319810e+03,3.768534806830693356e+02,1.867479435679880737e+02,3.306741319236738832e+02,6.652659500797636838e+02,1.043527542549864393e+03,2.380649832013432956e+02,2.438934445267512388e+02,2.329161127550211177e+02,4.472395239692597215e+02,3.173282352979861116e+02,0.000000000000000000e+00,1.547444141994721349e+03,1.780538898480063494e+02,1.830619317740105885e+02
1.341495051283228577e+03,1.281795808541928636e+03,1.638853558138780045e+03,1.438619929927011071e+03,6.012980243342851736e+02,1.172285826844175290e+03,1.650337608570580187e+03,1.371611987813197857e+03,9.029410623968562959e+02,5.353594415115711627e+02,1.345105580105594072e+03,1.335645512247845772e+03,1.754496855115789231e+03,1.126760393142112889e+03,1.610298788562331310e+03,1.547444141994721349e+03,0.000000000000000000e+00,1.725246638376589090e+03,1.430793250829818362e+03
4.438480743086505527e+02,4.708843193509283651e+02,9.604424369405595030e+01,2.904506444915033967e+02,2.239231372972486952e+03,5.537425331340745061e+02,1.895357415984253180e+02,4.665240844195675436e+02,8.420437488444711107e+02,1.221001573784827769e+03,4.054959569244372233e+02,4.073040634983981931e+02,1.259829452685518731e+02,6.216864509677965316e+02,3.566678477127933320e+02,1.780538898480063494e+02,1.725246638376589090e+03,0.000000000000000000e+00,3.259198838342047111e+02
1.199388316574318907e+02,1.508763235802063605e+02,2.299768599535912585e+02,1.707801400301404158e+02,1.924154415066113415e+03,2.733156924674349852e+02,3.679338967863025687e+02,4.058756314619672594e+02,5.912603804559799983e+02,9.532465302043166275e+02,2.662963088785420496e+02,9.630548784917090188e+01,4.105458400761255575e+02,4.042293233021786705e+02,4.772314147795776762e+02,1.830619317740105885e+02,1.430793250829818362e+03,3.259198838342047111e+02,0.000000000000000000e+00
