lat,lng,dates
61.74,9.8,2012-08-01
69.92,28.86,2012-05-01
66.81,15.7,2012-11-01
68.75,20.12,2012-05-01
69.49,21.43,2012-11-01
60.83,11.48,2012-12-01
69.66,22.27,2012-02-01
69.1,19.59,2012-01-01
68.42,19.76,2012-04-01
62.65,9.42,2012-06-01
61.65,7.51,2012-04-01
69.92,28.86,2012-05-01
61.98,12.01,2012-12-01
67.43,15.8,2012-12-01
69.75,21.27,2012-02-01
62.86,11.74,2012-11-01
62.44,9.37,2012-01-01
61.05,12.12,2012-01-01
65.77,13.15,2012-01-01
68.42,19.76,2012-04-01
67.01,15.46,2012-10-01
69.73,23.05,2012-02-01
61.64,11.76,2012-10-01
65.88,13.54,2012-04-01
68.75,20.13,2012-05-01
69.17,18.92,2012-02-01
68.98,19.21,2012-11-01
68.31,16.73,2012-11-01
67.0,27.0,2012-01-01
67.13,18.5,2012-01-01
70.4,28.92,2012-02-01
68.92,18.34,2012-04-01
67.88,15.7,2012-04-01
62.53,10.12,2012-02-01
70.49,29.91,2012-05-01
64.0,32.5,2012-01-01
65.82,32.2,2012-01-01
68.95,33.17,2012-01-01
64.98,12.46,2012-03-01
68.93,18.66,2012-04-01
62.65,9.42,2012-06-01
70.29,27.02,2012-05-01
66.3,14.47,2012-12-01
61.36,7.86,2012-04-01
62.94,9.58,2012-02-01
66.41,14.04,2012-03-01
68.67,18.18,2012-12-01
62.59,7.98,2012-02-01
63.89,12.2,2012-03-01
62.95,9.61,2012-03-01
63.1,11.12,2012-04-01
61.3,9.41,2012-04-01
62.69,8.71,2012-08-01
61.94,9.55,2012-08-01
62.07,9.71,2012-08-01
69.97,25.27,2012-08-01
69.97,25.27,2012-08-01
67.17,15.19,2012-09-01
62.22,9.34,2012-09-01
62.77,10.65,2012-09-01
61.73,9.95,2012-09-01
70.48,24.56,2012-08-01
62.08,9.45,2012-09-01
69.15,20.93,2012-12-01
63.85,12.22,2012-12-01
68.63,19.33,2012-12-01
68.61,19.33,2012-12-01
69.13,25.51,2012-02-01
70.16,26.12,2012-02-01
64.42,12.73,2012-03-01
68.17,17.08,2012-01-01
64.13,12.21,2012-03-01
69.31,19.17,2012-04-01
65.01,12.25,2012-04-01
69.94,26.4,2012-04-01
69.33,20.6,2012-06-01
65.43,14.49,2012-05-01
62.21,9.29,2012-07-01
61.96,9.5,2012-07-01
70.1,24.41,2012-06-01
61.53,10.43,2012-08-01
70.05,24.46,2012-06-01
61.48,10.72,2012-08-01
62.22,11.6,2012-09-01
62.22,11.62,2012-08-01
67.84,15.87,2012-09-01
70.36,25.0,2012-08-01
67.86,15.79,2012-10-01
68.8,22.88,2012-12-01
69.48,24.01,2012-01-01
64.8,12.04,2012-02-01
69.1,25.49,2012-03-01
69.01,24.86,2012-03-01
69.68,23.28,2012-03-01
67.26,15.65,2012-03-01
66.75,14.84,2012-05-01
70.0,28.82,2012-05-01
69.97,25.85,2012-05-01
64.42,12.09,2012-06-01
62.21,9.27,2012-07-01
62.05,7.91,2012-08-01
70.07,24.34,2012-06-01
62.94,9.53,2012-01-01
62.21,9.27,2012-07-01
62.05,7.91,2012-08-01
70.07,24.34,2012-06-01
62.94,9.53,2012-01-01
63.04,9.6,2012-02-01
63.02,9.64,2012-04-01
66.2,14.55,2012-04-01
60.95,10.93,2012-04-01
62.67,10.45,2012-05-01
61.29,8.97,2012-05-01
60.8,8.79,2012-05-01
63.44,10.24,2012-11-01
60.82,11.89,2012-12-01
66.4,14.03,2012-12-01
63.18,10.53,2012-12-01
61.79,10.14,2012-01-01
62.61,10.02,2012-01-01
62.55,10.35,2012-04-01
61.24,10.88,2012-04-01
66.34,15.19,2012-04-01
61.3,9.16,2012-08-01
65.58,13.45,2012-09-01
62.63,11.07,2012-09-01
69.27,20.66,2012-08-01
70.12,24.58,2012-08-01
64.11,12.45,2012-10-01
67.86,15.79,2012-10-01
67.83,16.18,2012-12-01
68.96,18.14,2012-11-01
69.08,19.0,2012-03-01
68.93,23.4,2012-04-01
66.08,13.95,2012-05-01
66.85,14.63,2012-07-01
70.65,24.49,2012-06-01
62.59,7.98,2012-02-01
63.89,12.2,2012-03-01
62.95,9.61,2012-03-01
63.1,11.12,2012-04-01
61.3,9.41,2012-04-01
62.69,8.71,2012-08-01
62.84,10.12,2012-03-01
61.38,9.38,2012-04-01
63.3,11.27,2012-04-01
62.43,7.66,2012-05-01
62.88,11.58,2012-09-01
63.09,11.1,2012-10-01
60.84,11.87,2012-12-01
64.44,13.41,2012-05-01
61.64,10.39,2012-02-01
63.05,9.65,2012-02-01
69.21,19.35,2012-05-01
68.76,23.11,2012-04-01
62.74,8.52,2012-03-01
64.2,12.95,2012-09-01
68.26,17.03,2012-10-01
69.32,21.99,2012-10-01
64.5,12.45,2012-01-01
62.16,8.22,2012-08-01
66.93,15.39,2012-08-01
63.69,11.74,2012-08-01
67.03,15.21,2012-09-01
63.69,11.65,2012-09-01
63.69,11.64,2012-09-01
69.44,20.7,2012-08-01
69.44,20.7,2012-08-01
67.14,15.38,2012-09-01
62.29,7.83,2012-09-01
64.28,12.97,2012-02-01
69.97,29.03,2012-02-01
69.52,29.63,2012-03-01
69.77,24.27,2012-04-01
69.36,25.73,2012-04-01
68.55,18.52,2012-04-01
69.91,24.61,2012-04-01
66.77,14.81,2012-05-01
66.23,14.22,2012-05-01
63.75,12.16,2012-07-01
61.97,8.94,2012-07-01
62.85,9.06,2012-08-01
67.94,15.71,2012-08-01
62.16,8.22,2012-08-01
66.93,15.39,2012-08-01
63.69,11.74,2012-08-01
67.03,15.21,2012-09-01
63.69,11.65,2012-09-01
63.69,11.64,2012-09-01
69.44,20.7,2012-08-01
69.44,20.7,2012-08-01
67.14,15.38,2012-09-01
62.29,7.83,2012-09-01
64.28,12.97,2012-02-01
69.97,29.03,2012-02-01
69.52,29.63,2012-03-01
69.77,24.27,2012-04-01
69.36,25.73,2012-04-01
68.55,18.52,2012-04-01
69.91,24.61,2012-04-01
66.77,14.81,2012-05-01
66.23,14.22,2012-05-01
63.75,12.16,2012-07-01
69.06,24.83,2012-02-01
69.3,20.64,2012-03-01
64.24,12.62,2012-04-01
69.36,25.75,2012-04-01
69.69,30.57,2012-03-01
69.26,20.15,2012-06-01
62.21,9.26,2012-06-01
63.74,12.13,2012-07-01
61.81,11.01,2012-07-01
70.34,25.0,2012-06-01
70.24,24.84,2012-06-01
70.66,24.29,2012-06-01
61.88,8.8,2012-02-01
63.38,10.24,2012-03-01
63.27,11.42,2012-04-01
69.05,18.17,2012-04-01
63.79,11.75,2012-12-01
63.87,12.2,2012-12-01
63.42,11.74,2012-12-01
61.69,9.84,2012-08-01
68.96,18.18,2012-11-01
59.58,7.01,2012-09-01
64.78,12.0,2012-02-01
69.06,24.83,2012-02-01
69.3,20.64,2012-03-01
64.24,12.62,2012-04-01
69.36,25.75,2012-04-01
69.69,30.57,2012-03-01
69.26,20.15,2012-06-01
62.21,9.26,2012-06-01
63.74,12.13,2012-07-01
61.81,11.01,2012-07-01
70.34,25.0,2012-06-01
70.24,24.84,2012-06-01
70.66,24.29,2012-06-01
61.88,8.8,2012-02-01
63.38,10.24,2012-03-01
63.27,11.42,2012-04-01
69.05,18.17,2012-04-01
63.79,11.75,2012-12-01
66.22,14.59,2012-04-01
63.31,11.29,2012-06-01
66.49,13.75,2012-05-01
64.44,13.41,2012-11-01
62.78,9.37,2012-08-01
61.94,9.55,2012-08-01
62.15,8.21,2012-08-01
61.31,9.1,2012-08-01
62.21,9.29,2012-09-01
65.45,13.36,2012-09-01
62.28,7.83,2012-08-01
62.29,7.84,2012-09-01
67.18,15.32,2012-10-01
68.83,22.51,2012-11-01
66.46,14.0,2012-10-01
70.01,24.22,2012-10-01
69.8,25.79,2012-01-01
63.83,12.18,2012-04-01
66.78,14.77,2012-05-01
70.7,24.84,2012-05-01
60.84,11.86,2012-01-01
63.42,10.28,2012-01-01
63.09,11.1,2012-04-01
66.22,14.59,2012-04-01
63.31,11.29,2012-06-01
66.49,13.75,2012-05-01
64.44,13.41,2012-11-01
62.5,10.51,2012-08-01
61.31,9.12,2012-08-01
67.91,15.77,2012-08-01
61.73,10.43,2012-08-01
62.31,7.81,2012-09-01
67.85,15.77,2012-10-01
67.03,15.3,2012-10-01
61.96,9.24,2012-10-01
69.74,25.51,2012-11-01
69.46,23.97,2012-11-01
64.0,12.26,2012-01-01
69.07,24.89,2012-01-01
64.36,12.68,2012-02-01
62.28,7.83,2012-08-01
62.29,7.84,2012-09-01
67.18,15.32,2012-10-01
68.83,22.51,2012-11-01
66.46,14.0,2012-10-01
70.01,24.22,2012-10-01
69.8,25.79,2012-01-01
63.83,12.18,2012-04-01
66.78,14.77,2012-05-01
70.7,24.84,2012-05-01
62.21,9.27,2012-07-01
70.64,24.35,2012-06-01
60.84,9.14,2012-08-01
61.95,9.51,2012-07-01
62.01,9.13,2012-08-01
62.12,10.87,2012-07-01
62.32,9.67,2012-08-01
62.15,8.19,2012-08-01
61.66,10.28,2012-01-01
62.5,7.6,2012-01-01
61.26,10.91,2012-04-01
63.32,11.33,2012-04-01
66.13,14.47,2012-05-01
63.75,10.59,2012-09-01
62.89,11.82,2012-08-01
68.79,22.4,2012-12-01
62.78,9.41,2012-08-01
70.02,25.27,2012-09-01
62.22,9.32,2012-08-01
62.08,8.84,2012-09-01
63.8,12.25,2012-09-01
69.11,20.86,2012-12-01
69.6,25.19,2012-02-01
64.77,11.9,2012-04-01
69.07,18.98,2012-04-01
66.91,15.26,2012-05-01
64.31,13.36,2012-05-01
69.98,21.26,2012-06-01
62.03,7.87,2012-08-01
62.23,10.57,2012-08-01
63.73,11.85,2012-01-01
62.93,9.55,2012-02-01
63.02,9.7,2012-04-01
62.65,9.29,2012-04-01
63.81,12.23,2012-12-01
61.72,10.57,2012-02-01
63.35,11.18,2012-04-01
62.44,7.41,2012-04-01
63.08,11.11,2012-04-01
63.09,11.1,2012-04-01
63.31,11.26,2012-05-01
62.81,9.16,2012-10-01
64.24,12.84,2012-11-01
62.94,9.47,2012-11-01
61.48,6.75,2012-10-01
62.78,9.37,2012-08-01
62.69,8.71,2012-08-01
61.3,9.12,2012-08-01
67.92,15.79,2012-08-01
67.16,15.33,2012-09-01
65.6,13.46,2012-09-01
62.28,7.72,2012-09-01
69.64,23.62,2012-09-01
70.36,28.41,2012-11-01
69.45,23.97,2012-11-01
64.34,12.7,2012-01-01
69.94,28.8,2012-01-01
69.66,25.02,2012-02-01
69.06,25.03,2012-01-01
69.08,18.98,2012-05-01
64.43,14.12,2012-05-01
66.78,14.82,2012-05-01
69.23,23.14,2012-06-01
61.3,9.11,2012-08-01
61.51,10.61,2012-08-01
61.3,9.14,2012-08-01
62.57,10.52,2012-08-01
69.97,25.26,2012-08-01
62.49,10.57,2012-09-01
69.44,20.71,2012-08-01
62.26,10.67,2012-09-01
62.23,10.65,2012-10-01
65.06,14.14,2012-11-01
68.96,22.67,2012-12-01
64.72,12.43,2012-12-01
64.97,12.49,2012-03-01
64.76,11.89,2012-04-01
66.15,14.54,2012-03-01
69.62,25.66,2012-04-01
69.62,25.65,2012-04-01
64.35,12.73,2012-04-01
69.57,23.92,2012-04-01
62.21,9.29,2012-07-01
62.27,10.65,2012-07-01
62.11,10.87,2012-07-01
69.93,25.23,2012-08-01
62.93,9.53,2012-01-01
68.72,23.42,2012-03-01
61.3,9.47,2012-05-01
63.32,11.35,2012-04-01
64.44,13.41,2012-11-01
61.79,10.14,2012-01-01
62.61,10.02,2012-01-01
62.55,10.35,2012-04-01
61.24,10.88,2012-04-01
66.34,15.19,2012-04-01
61.33,9.38,2012-05-01
61.94,9.55,2012-08-01
62.15,8.19,2012-08-01
62.67,8.78,2012-08-01
61.3,9.16,2012-08-01
65.58,13.45,2012-09-01
62.63,11.07,2012-09-01
69.27,20.66,2012-08-01
70.12,24.58,2012-08-01
64.11,12.45,2012-10-01
67.86,15.79,2012-10-01
67.83,16.18,2012-12-01
68.96,18.14,2012-11-01
69.08,19.0,2012-03-01
62.74,10.02,2012-07-01
62.01,9.98,2012-03-01
63.13,11.09,2012-11-01
64.44,13.41,2012-11-01
62.3,7.84,2012-07-01
62.49,10.52,2012-08-01
61.89,8.8,2012-08-01
66.88,15.38,2012-09-01
69.46,20.69,2012-08-01
67.84,15.87,2012-09-01
61.15,8.35,2012-09-01
67.81,16.14,2012-09-01
70.5,24.49,2012-08-01
61.94,8.66,2012-09-01
63.8,12.26,2012-09-01
69.14,20.99,2012-12-01
69.48,24.0,2012-01-01
64.35,12.78,2012-01-01
64.51,11.65,2012-02-01
65.89,13.48,2012-02-01
63.57,11.91,2012-09-01
70.23,28.63,2012-11-01
67.83,16.18,2012-12-01
64.38,12.86,2012-01-01
63.84,12.08,2012-02-01
64.97,12.49,2012-03-01
69.05,24.99,2012-02-01
64.46,12.77,2012-03-01
64.77,11.89,2012-04-01
64.43,14.06,2012-05-01
68.94,18.63,2012-04-01
62.2,9.26,2012-07-01
69.93,25.23,2012-08-01
68.72,24.89,2012-02-01
60.57,11.66,2012-02-01
62.68,10.04,2012-03-01
63.21,11.35,2012-04-01
62.01,9.96,2012-12-01
62.56,10.52,2012-08-01
70.03,25.23,2012-07-01
68.64,19.27,2012-12-01
69.44,20.71,2012-08-01
69.44,20.71,2012-08-01
63.57,11.9,2012-09-01
67.13,15.37,2012-09-01
61.93,8.7,2012-09-01
61.74,9.9,2012-09-01
62.19,9.81,2012-09-01
62.14,9.78,2012-09-01
62.14,9.78,2012-09-01
63.57,11.91,2012-09-01
70.23,28.63,2012-11-01
67.83,16.18,2012-12-01
64.38,12.86,2012-01-01
63.84,12.08,2012-02-01
64.97,12.49,2012-03-01
69.05,24.99,2012-02-01
64.46,12.77,2012-03-01
64.77,11.89,2012-04-01
64.43,14.06,2012-05-01
69.45,20.6,2012-08-01
62.43,7.4,2012-01-01
62.95,9.64,2012-02-01
66.21,14.28,2012-04-01
64.76,13.36,2012-05-01
68.87,17.83,2012-03-01
59.11,6.41,2012-06-01
62.73,8.45,2012-12-01
61.34,6.16,2012-12-01
62.06,8.54,2012-08-01
61.52,10.63,2012-08-01
62.68,8.78,2012-08-01
61.31,9.15,2012-08-01
64.33,11.92,2012-08-01
67.13,15.17,2012-08-01
68.64,19.27,2012-12-01
69.44,20.71,2012-08-01
69.44,20.71,2012-08-01
63.57,11.9,2012-09-01
67.13,15.37,2012-09-01
61.93,8.7,2012-09-01
61.74,9.9,2012-09-01
62.19,9.81,2012-09-01
62.14,9.78,2012-09-01
62.14,9.78,2012-09-01
63.57,11.91,2012-09-01
70.23,28.63,2012-11-01
67.83,16.18,2012-12-01
64.38,12.86,2012-01-01
63.84,12.08,2012-02-01
64.97,12.49,2012-03-01
69.05,24.99,2012-02-01
64.46,12.77,2012-03-01
64.77,11.89,2012-04-01
64.43,14.06,2012-05-01
68.94,18.63,2012-04-01
62.2,9.26,2012-07-01
69.93,25.23,2012-08-01
68.72,24.89,2012-02-01
60.57,11.66,2012-02-01
62.68,10.04,2012-03-01
63.21,11.35,2012-04-01
62.01,9.96,2012-12-01
62.84,10.12,2012-03-01
66.41,14.04,2012-03-01
64.64,13.2,2012-04-01
63.26,11.47,2012-04-01
62.0,9.95,2012-12-01
63.09,11.1,2012-12-01
63.84,12.16,2012-12-01
61.29,9.11,2012-08-01
62.15,8.21,2012-08-01
62.6,10.73,2012-08-01
62.17,8.25,2012-08-01
69.94,25.24,2012-09-01
62.8,9.31,2012-09-01
63.59,11.47,2012-09-01
61.99,9.09,2012-09-01
69.47,20.67,2012-08-01
62.39,7.82,2012-08-01
62.29,7.83,2012-09-01
64.4,12.21,2012-10-01
62.78,9.9,2012-01-01
69.63,25.24,2012-01-01
64.97,12.49,2012-03-01
69.97,28.78,2012-02-01
65.88,13.48,2012-02-01
70.25,28.07,2012-03-01
64.45,12.64,2012-04-01
67.15,15.73,2012-04-01
69.42,20.57,2012-07-01
61.95,9.51,2012-07-01
63.66,11.94,2012-02-01
61.67,10.53,2012-02-01
66.51,13.9,2012-01-01
62.58,10.91,2012-02-01
63.22,11.41,2012-04-01
66.25,14.31,2012-05-01
61.25,8.97,2012-07-01
63.09,11.1,2012-12-01
67.11,15.2,2012-08-01
62.47,10.59,2012-09-01
62.85,9.41,2012-09-01
69.29,20.58,2012-08-01
69.47,20.67,2012-08-01
63.57,11.9,2012-09-01
62.71,8.27,2012-09-01
62.62,11.07,2012-09-01
69.14,20.98,2012-12-01
69.12,25.45,2012-02-01
69.67,25.0,2012-02-01
69.32,20.58,2012-03-01
69.85,28.53,2012-03-01
69.65,25.05,2012-03-01
69.04,19.04,2012-04-01
66.62,15.13,2012-04-01
64.45,12.66,2012-03-01
63.88,11.76,2012-04-01
65.03,12.25,2012-04-01
62.74,11.75,2012-04-01
61.77,8.43,2012-07-01
61.74,9.8,2012-07-01
61.69,9.86,2012-07-01
70.32,24.95,2012-06-01
67.06,14.76,2012-08-01
61.48,10.6,2012-08-01
70.12,24.53,2012-06-01
62.34,9.02,2012-08-01
62.13,10.76,2012-07-01
67.07,15.32,2012-08-01
65.07,13.26,2012-12-01
68.79,23.21,2012-12-01
68.58,18.3,2012-12-01
61.29,9.11,2012-08-01
62.15,8.2,2012-08-01
61.28,9.13,2012-08-01
69.97,25.27,2012-08-01
62.78,10.83,2012-09-01
69.31,20.19,2012-08-01
69.74,21.9,2012-08-01
70.48,27.36,2012-09-01
61.74,9.93,2012-09-01
61.67,10.46,2012-08-01
70.38,27.61,2012-12-01
64.4,13.32,2012-02-01
69.06,24.78,2012-01-01
64.11,12.83,2012-03-01
63.89,12.17,2012-04-01
69.62,25.65,2012-04-01
65.94,13.15,2012-04-01
64.43,14.11,2012-05-01
62.21,9.25,2012-07-01
62.21,9.27,2012-06-01
62.21,9.31,2012-07-01
68.96,18.87,2012-01-01
70.58,24.55,2012-06-01
61.93,9.52,2012-08-01
62.21,9.3,2012-08-01
62.11,10.87,2012-07-01
62.15,8.19,2012-08-01
62.31,7.82,2012-08-01
61.69,9.84,2012-08-01
62.06,9.66,2012-08-01
62.23,11.57,2012-08-01
62.22,9.33,2012-09-01
70.58,24.53,2012-08-01
62.29,7.84,2012-08-01
62.28,7.84,2012-09-01
62.08,10.84,2012-10-01
61.96,9.24,2012-10-01
67.11,15.34,2012-10-01
69.48,24.05,2012-01-01
64.4,13.31,2012-02-01
69.62,25.64,2012-04-01
69.82,28.7,2012-03-01
69.62,25.63,2012-04-01
64.56,11.85,2012-04-01
69.57,25.41,2012-04-01
70.58,24.66,2012-06-01
61.73,9.82,2012-07-01
63.64,11.83,2012-07-01
62.21,9.3,2012-08-01
62.78,11.42,2012-01-01
66.44,14.01,2012-02-01
61.52,10.53,2012-02-01
61.94,10.0,2012-02-01
69.92,23.51,2012-03-01
61.53,11.79,2012-04-01
61.82,8.62,2012-04-01
63.32,11.31,2012-04-01
66.63,15.03,2012-05-01
66.46,14.04,2012-12-01
63.09,11.1,2012-11-01
65.58,13.45,2012-08-01
62.51,10.47,2012-09-01
67.13,15.21,2012-08-01
62.48,10.59,2012-09-01
62.76,9.36,2012-09-01
61.28,9.23,2012-08-01
69.73,21.84,2012-08-01
63.31,11.29,2012-05-01
62.31,7.82,2012-08-01
61.69,9.84,2012-08-01
62.06,9.66,2012-08-01
62.23,11.57,2012-08-01
62.22,9.33,2012-09-01
70.58,24.53,2012-08-01
62.29,7.84,2012-08-01
62.28,7.84,2012-09-01
62.08,10.84,2012-10-01
61.96,9.24,2012-10-01
67.11,15.34,2012-10-01
69.48,24.05,2012-01-01
64.4,13.31,2012-02-01
69.62,25.64,2012-04-01
69.82,28.7,2012-03-01
69.62,25.63,2012-04-01
64.56,11.85,2012-04-01
69.57,25.41,2012-04-01
70.58,24.66,2012-06-01
61.73,9.82,2012-07-01
63.64,11.83,2012-07-01
62.21,9.3,2012-08-01
62.78,11.42,2012-01-01
66.44,14.01,2012-02-01
61.52,10.53,2012-02-01
61.94,10.0,2012-02-01
69.92,23.51,2012-03-01
61.53,11.79,2012-04-01
61.82,8.62,2012-04-01
63.32,11.31,2012-04-01
66.63,15.03,2012-05-01
66.46,14.04,2012-12-01
63.09,11.1,2012-11-01
61.29,9.11,2012-08-01
62.17,9.92,2012-08-01
62.2,11.65,2012-08-01
62.76,9.36,2012-09-01
62.58,9.54,2012-09-01
67.12,15.35,2012-09-01
69.45,20.7,2012-08-01
67.16,15.4,2012-09-01
70.17,29.3,2012-09-01
70.42,28.76,2012-09-01
59.55,6.95,2012-09-01
62.22,9.33,2012-09-01
62.25,10.41,2012-10-01
69.6,23.08,2012-07-01
69.46,23.96,2012-11-01
69.08,20.41,2012-11-01
68.64,24.78,2012-12-01
65.79,13.38,2012-11-01
68.68,24.99,2012-03-01
63.87,12.14,2012-04-01
69.57,25.41,2012-04-01
65.87,13.37,2012-05-01
69.15,19.12,2012-05-01
66.38,14.58,2012-06-01
70.1,24.4,2012-06-01
63.94,12.3,2012-03-01
66.34,15.04,2012-04-01
61.35,7.27,2012-04-01
61.34,8.75,2012-04-01
62.01,9.96,2012-04-01
63.04,9.51,2012-05-01
61.78,10.94,2012-08-01
62.15,8.2,2012-08-01
63.67,11.6,2012-08-01
67.03,14.76,2012-09-01
62.07,9.7,2012-08-01
61.92,8.71,2012-09-01
62.22,9.32,2012-08-01
61.72,10.43,2012-08-01
69.45,23.96,2012-11-01
69.14,20.98,2012-12-01
65.36,14.34,2012-12-01
68.95,18.16,2012-11-01
69.71,24.91,2012-03-01
68.72,25.12,2012-03-01
69.8,28.87,2012-02-01
69.03,24.94,2012-03-01
68.72,22.91,2012-01-01
66.78,14.82,2012-05-01
69.32,20.66,2012-06-01
68.92,18.6,2012-04-01
62.21,9.27,2012-07-01
62.23,10.65,2012-07-01
63.72,12.03,2012-07-01
70.57,24.58,2012-06-01
67.06,14.75,2012-08-01
67.06,14.75,2012-08-01
67.06,14.75,2012-08-01
68.82,18.56,2012-07-01
61.3,9.13,2012-08-01
60.57,11.66,2012-01-01
63.35,11.21,2012-01-01
63.31,11.13,2012-02-01
63.7,11.62,2012-01-01
62.59,7.98,2012-02-01
61.56,10.6,2012-02-01
61.88,8.68,2012-03-01
60.86,12.07,2012-03-01
61.3,9.23,2012-04-01
63.3,11.29,2012-04-01
60.9,12.04,2012-11-01
61.56,12.15,2012-05-01
62.93,9.53,2012-01-01
64.06,11.8,2012-01-01
62.77,9.71,2012-02-01
63.33,11.31,2012-04-01
62.55,7.19,2012-04-01
64.39,13.36,2012-10-01
60.82,11.89,2012-12-01
62.26,7.89,2012-08-01
61.29,9.11,2012-08-01
61.9,8.82,2012-08-01
66.99,14.65,2012-08-01
62.51,10.45,2012-09-01
62.98,9.68,2012-08-01
62.04,9.43,2012-08-01
67.84,15.87,2012-09-01
62.72,11.14,2012-09-01
67.13,15.36,2012-09-01
61.9,10.4,2012-09-01
62.28,10.61,2012-09-01
62.84,9.43,2012-09-01
70.2,26.72,2012-01-01
69.43,23.86,2012-01-01
64.06,11.81,2012-01-01
69.98,28.72,2012-02-01
69.13,25.5,2012-03-01
70.75,24.77,2012-04-01
64.46,13.27,2012-05-01
66.79,14.84,2012-05-01
70.73,27.69,2012-04-01
69.98,25.84,2012-05-01
62.21,9.24,2012-07-01
62.26,10.25,2012-07-01
61.68,9.87,2012-07-01
70.39,25.07,2012-06-01
64.06,11.8,2012-01-01
62.77,9.71,2012-02-01
63.33,11.31,2012-04-01
62.55,7.19,2012-04-01
64.39,13.36,2012-10-01
60.82,11.89,2012-12-01
62.26,7.89,2012-08-01
61.29,9.11,2012-08-01
61.9,8.82,2012-08-01
66.99,14.65,2012-08-01
62.51,10.45,2012-09-01
62.98,9.68,2012-08-01
62.04,9.43,2012-08-01
67.84,15.87,2012-09-01
62.72,11.14,2012-09-01
67.13,15.36,2012-09-01
61.9,10.4,2012-09-01
62.28,10.61,2012-09-01
62.84,9.43,2012-09-01
70.2,26.72,2012-01-01
69.43,23.86,2012-01-01
64.06,11.81,2012-01-01
69.98,28.72,2012-02-01
69.13,25.5,2012-03-01
70.75,24.77,2012-04-01
64.46,13.27,2012-05-01
66.79,14.84,2012-05-01
70.73,27.69,2012-04-01
69.98,25.84,2012-05-01
62.21,9.24,2012-07-01
62.26,10.25,2012-07-01
61.68,9.87,2012-07-01
70.39,25.07,2012-06-01
70.66,24.48,2012-06-01
