lat,lng,dates
62.39,9.96,2009-08-01
61.95,9.45,2009-08-01
68.58,17.72,2009-08-01
66.72,13.9,2009-08-01
62.29,10.3,2009-09-01
62.24,8.05,2009-08-01
67.03,15.31,2009-08-01
61.58,8.72,2009-09-01
66.25,14.87,2009-01-01
63.63,11.99,2009-03-01
64.73,13.31,2009-04-01
64.44,12.94,2009-04-01
70.35,23.84,2009-05-01
70.29,24.02,2009-05-01
70.03,25.22,2009-04-01
69.6,24.18,2009-06-01
66.11,14.51,2009-11-01
69.21,22.86,2009-12-01
61.94,9.51,2009-07-01
62.49,9.34,2009-08-01
62.11,11.14,2009-08-01
61.77,8.27,2009-08-01
62.15,10.69,2009-08-01
62.07,9.69,2009-08-01
61.75,10.03,2009-08-01
62.22,10.82,2009-08-01
62.5,10.16,2009-10-01
70.16,28.89,2009-10-01
64.82,12.34,2009-09-01
62.39,8.29,2009-08-01
62.27,10.72,2009-10-01
62.18,8.21,2009-09-01
61.74,9.81,2009-09-01
61.24,6.72,2009-09-01
62.36,7.9,2009-09-01
68.62,18.4,2009-01-01
69.14,22.86,2009-10-01
64.15,12.18,2009-03-01
67.05,16.23,2009-03-01
69.65,21.12,2009-03-01
68.67,17.55,2009-09-01
64.46,13.01,2009-04-01
69.58,24.22,2009-06-01
62.19,9.82,2009-07-01
64.15,10.72,2009-08-01
61.94,9.55,2009-07-01
62.18,9.86,2009-06-01
62.25,7.87,2009-08-01
65.89,13.08,2009-09-01
62.37,10.16,2009-08-01
64.66,12.54,2009-08-01
68.72,17.86,2009-07-01
66.76,13.9,2009-08-01
62.19,10.15,2009-08-01
62.32,8.01,2009-09-01
65.78,13.31,2009-09-01
61.37,6.86,2009-09-01
63.8,12.15,2009-09-01
65.72,14.11,2009-09-01
66.92,15.2,2009-09-01
62.81,9.35,2009-09-01
62.29,10.27,2009-09-01
62.52,10.23,2009-09-01
62.07,8.46,2009-10-01
62.8,10.82,2009-09-01
70.19,28.85,2009-11-01
66.91,14.92,2009-04-01
64.19,13.62,2009-12-01
69.03,19.07,2009-04-01
69.47,21.61,2009-04-01
62.3,10.97,2009-07-01
70.19,28.98,2009-10-01
65.78,14.24,2009-09-01
64.79,12.79,2009-08-01
61.23,6.73,2009-08-01
62.5,10.16,2009-10-01
70.16,28.89,2009-10-01
64.82,12.34,2009-09-01
62.39,8.29,2009-08-01
62.27,10.72,2009-10-01
62.18,8.21,2009-09-01
61.74,9.81,2009-09-01
61.24,6.72,2009-09-01
62.36,7.9,2009-09-01
68.62,18.4,2009-01-01
69.14,22.86,2009-10-01
70.33,25.5,2009-01-01
64.02,12.1,2009-03-01
64.49,12.29,2009-03-01
70.53,24.88,2009-04-01
69.8,25.86,2009-03-01
66.91,14.92,2009-04-01
64.19,13.62,2009-12-01
69.03,19.07,2009-04-01
69.47,21.61,2009-04-01
62.3,10.97,2009-07-01
70.19,28.98,2009-10-01
65.78,14.24,2009-09-01
64.79,12.79,2009-08-01
61.23,6.73,2009-08-01
62.5,10.16,2009-10-01
70.16,28.89,2009-10-01
64.82,12.34,2009-09-01
62.39,8.29,2009-08-01
62.27,10.72,2009-10-01
62.18,8.21,2009-09-01
68.58,17.72,2009-08-01
66.72,13.9,2009-08-01
62.29,10.3,2009-09-01
62.24,8.05,2009-08-01
67.03,15.31,2009-08-01
61.58,8.72,2009-09-01
66.25,14.87,2009-01-01
63.63,11.99,2009-03-01
64.73,13.31,2009-04-01
64.44,12.94,2009-04-01
70.35,23.84,2009-05-01
70.29,24.02,2009-05-01
70.03,25.22,2009-04-01
69.6,24.18,2009-06-01
66.11,14.51,2009-11-01
69.21,22.86,2009-12-01
62.76,10.71,2009-09-01
62.72,9.34,2009-07-01
62.18,9.84,2009-07-01
65.86,13.04,2009-07-01
62.15,10.7,2009-08-01
61.92,9.56,2009-08-01
61.28,6.77,2009-08-01
61.82,10.07,2009-08-01
61.98,9.56,2009-08-01
62.62,7.94,2009-08-01
61.28,6.75,2009-08-01
62.7,7.82,2009-09-01
62.32,8.01,2009-09-01
70.19,28.84,2009-10-01
62.18,8.23,2009-09-01
62.06,7.99,2009-09-01
61.03,7.3,2009-09-01
64.57,12.91,2009-01-01
66.21,14.64,2009-10-01
62.41,11.44,2009-11-01
63.98,12.2,2009-03-01
68.4,16.68,2009-09-01
68.84,23.99,2009-04-01
69.43,29.31,2009-11-01
69.62,22.65,2009-12-01
62.76,10.71,2009-09-01
62.72,9.34,2009-07-01
62.18,9.84,2009-07-01
65.86,13.04,2009-07-01
61.29,6.76,2009-08-01
61.26,6.73,2009-08-01
65.72,14.37,2009-08-01
62.0,9.51,2009-08-01
62.22,9.37,2009-08-01
62.69,8.7,2009-08-01
62.27,9.97,2009-08-01
65.6,14.24,2009-09-01
65.79,14.33,2009-09-01
68.39,16.77,2009-08-01
62.9,8.91,2009-08-01
64.65,11.73,2009-08-01
62.39,8.29,2009-08-01
62.27,10.84,2009-10-01
62.81,9.35,2009-09-01
65.72,14.11,2009-09-01
66.92,15.2,2009-09-01
62.81,9.35,2009-09-01
62.29,10.27,2009-09-01
62.52,10.23,2009-09-01
62.07,8.46,2009-10-01
62.8,10.82,2009-09-01
70.19,28.85,2009-11-01
64.3,13.12,2009-03-01
68.35,16.79,2009-10-01
69.78,25.19,2009-04-01
70.37,23.87,2009-05-01
69.59,24.25,2009-06-01
63.93,12.32,2009-07-01
65.4,14.27,2009-07-01
61.94,9.55,2009-07-01
62.11,9.4,2009-07-01
62.24,10.34,2009-07-01
61.98,10.42,2009-08-01
64.66,12.54,2009-08-01
62.31,10.26,2009-09-01
64.57,12.91,2009-01-01
69.14,22.86,2009-10-01
69.34,21.27,2009-02-01
66.93,14.95,2009-10-01
64.69,13.2,2009-02-01
69.17,18.78,2009-04-01
69.33,21.28,2009-01-01
64.48,13.07,2009-04-01
66.96,15.46,2009-04-01
68.71,18.78,2009-04-01
62.36,8.0,2009-02-01
61.94,9.55,2009-08-01
61.27,6.88,2009-09-01
68.57,17.76,2009-07-01
68.34,16.72,2009-08-01
62.41,10.18,2009-08-01
61.26,6.83,2009-09-01
66.52,14.95,2009-09-01
62.4,10.07,2009-09-01
65.45,13.96,2009-09-01
70.19,28.95,2009-10-01
62.29,9.87,2009-09-01
65.9,13.64,2009-10-01
64.57,11.68,2009-10-01
67.82,15.85,2009-10-01
65.89,13.57,2009-01-01
64.96,12.9,2009-10-01
63.95,12.14,2009-03-01
69.04,25.41,2009-03-01
64.44,12.98,2009-04-01
70.01,25.19,2009-04-01
62.51,11.16,2009-10-01
70.41,24.05,2009-05-01
62.75,10.67,2009-09-01
69.67,23.41,2009-12-01
69.58,24.26,2009-06-01
62.07,9.92,2009-07-01
61.94,9.55,2009-07-01
61.94,9.56,2009-07-01
61.75,8.23,2009-08-01
65.77,14.21,2009-09-01
62.2,10.62,2009-09-01
61.28,6.75,2009-08-01
70.17,29.01,2009-10-01
62.64,7.96,2009-08-01
66.77,13.8,2009-08-01
63.29,11.99,2009-08-01
70.16,29.02,2009-10-01
66.96,15.47,2009-09-01
61.73,9.82,2009-09-01
66.48,14.13,2009-10-01
62.7,7.96,2009-09-01
62.26,9.96,2009-09-01
69.64,23.61,2009-09-01
65.33,14.15,2009-02-01
65.61,12.38,2009-02-01
69.13,25.53,2009-03-01
69.6,24.2,2009-06-01
61.66,7.79,2009-03-01
62.9,11.3,2009-09-01
62.31,10.63,2009-08-01
62.64,9.76,2009-10-01
62.15,10.69,2009-08-01
61.29,6.74,2009-08-01
62.0,9.5,2009-08-01
61.92,9.51,2009-08-01
61.76,11.17,2009-08-01
61.69,9.93,2009-10-01
66.94,15.46,2009-09-01
61.73,9.82,2009-09-01
61.73,9.88,2009-09-01
62.41,8.26,2009-09-01
68.63,18.3,2009-01-01
69.79,29.15,2009-03-01
65.29,13.06,2009-03-01
69.59,24.28,2009-06-01
66.92,13.8,2009-09-01
62.34,7.63,2009-09-01
66.92,14.82,2009-09-01
66.77,13.8,2009-08-01
61.27,7.05,2009-08-01
61.95,9.41,2009-08-01
61.92,9.51,2009-08-01
62.24,10.9,2009-08-01
62.7,7.77,2009-09-01
61.27,6.82,2009-09-01
65.78,14.31,2009-10-01
69.37,21.66,2009-01-01
61.63,7.22,2009-10-01
69.6,24.45,2009-02-01
69.05,24.95,2009-02-01
69.58,25.35,2009-03-01
69.2,18.94,2009-03-01
69.75,23.2,2009-11-01
62.92,9.31,2009-05-01
68.96,18.72,2009-03-01
62.74,8.31,2009-02-01
69.59,24.28,2009-06-01
66.92,13.8,2009-09-01
62.15,10.87,2009-07-01
66.75,13.87,2009-08-01
66.77,13.8,2009-08-01
61.27,7.05,2009-08-01
61.95,9.41,2009-08-01
61.92,9.51,2009-08-01
62.24,10.9,2009-08-01
62.7,7.77,2009-09-01
61.27,6.82,2009-09-01
65.78,14.31,2009-10-01
69.37,21.66,2009-01-01
61.63,7.22,2009-10-01
69.6,24.45,2009-02-01
69.05,24.95,2009-02-01
69.58,25.35,2009-03-01
69.2,18.94,2009-03-01
69.75,23.2,2009-11-01
62.92,9.31,2009-05-01
68.96,18.72,2009-03-01
62.74,8.31,2009-02-01
64.63,12.51,2009-06-01
69.65,21.75,2009-05-01
61.94,9.55,2009-07-01
61.94,9.55,2009-07-01
62.52,10.03,2009-09-01
62.22,10.83,2009-07-01
61.63,7.22,2009-09-01
62.71,9.4,2009-10-01
62.36,10.1,2009-08-01
61.67,9.7,2009-10-01
61.23,6.73,2009-08-01
61.95,9.43,2009-08-01
62.35,10.18,2009-08-01
68.39,16.79,2009-08-01
62.36,10.17,2009-08-01
62.43,11.45,2009-08-01
64.89,13.99,2009-10-01
62.18,8.08,2009-09-01
62.28,9.86,2009-09-01
67.0,16.1,2009-03-01
69.88,28.5,2009-03-01
70.13,25.33,2009-04-01
66.51,15.32,2009-03-01
69.45,24.85,2009-12-01
64.91,13.62,2009-12-01
66.92,14.82,2009-09-01
66.89,13.8,2009-09-01
62.01,9.58,2009-07-01
61.95,9.41,2009-07-01
62.37,10.07,2009-08-01
62.5,11.23,2009-09-01
61.94,9.52,2009-08-01
61.28,6.75,2009-08-01
60.96,7.74,2009-08-01
70.21,28.86,2009-10-01
62.7,7.77,2009-09-01
60.82,7.92,2009-08-01
68.37,16.77,2009-08-01
61.03,7.28,2009-09-01
61.02,7.27,2009-09-01
70.08,29.82,2009-01-01
64.38,13.28,2009-01-01
69.13,19.34,2009-01-01
70.09,24.82,2009-03-01
66.24,14.64,2009-03-01
64.93,14.0,2009-05-01
70.1,23.94,2009-05-01
69.6,24.19,2009-06-01
69.6,21.24,2009-06-01
62.59,9.17,2009-09-01
63.95,12.3,2009-07-01
66.55,14.94,2009-09-01
65.78,14.23,2009-09-01
62.19,10.53,2009-07-01
66.99,15.1,2009-09-01
61.23,6.74,2009-08-01
62.7,8.77,2009-08-01
70.15,28.99,2009-10-01
62.7,7.77,2009-09-01
62.63,7.93,2009-09-01
61.26,6.81,2009-09-01
62.43,9.34,2009-09-01
62.1,8.53,2009-10-01
70.41,27.71,2009-01-01
70.16,28.89,2009-11-01
67.08,16.06,2009-03-01
70.0,26.29,2009-03-01
69.07,19.11,2009-03-01
66.77,13.8,2009-08-01
61.28,6.74,2009-08-01
61.26,6.88,2009-09-01
66.77,13.8,2009-08-01
61.96,9.41,2009-08-01
70.19,28.99,2009-10-01
61.95,9.48,2009-08-01
62.06,9.68,2009-08-01
66.92,14.81,2009-09-01
62.9,8.91,2009-08-01
62.72,8.86,2009-08-01
70.14,29.85,2009-09-01
62.63,7.93,2009-09-01
61.26,6.81,2009-09-01
62.43,9.34,2009-09-01
62.1,8.53,2009-10-01
70.41,27.71,2009-01-01
70.16,28.89,2009-11-01
67.08,16.06,2009-03-01
70.0,26.29,2009-03-01
69.07,19.11,2009-03-01
